id,track,driver,shipment_start_timestamp,shipment_end_timestamp,start_location,end_location,shipment_distance,consumed_fuel
2947,4172,6203,2022-07-10 06:42:07.194026,2022-07-11 06:01:03.43422,Istanbul,Warsaw,1663.5168,247.3
2359,3254,6937,2022-07-01 03:35:38.57289,2022-07-02 03:30:54.160789,Istanbul,Warsaw,1663.5168,241.8
1452,7307,4428,2022-07-14 05:15:48.271594,2022-07-15 03:44:42.747277,Istanbul,Warsaw,1663.5168,237.03
1082,1827,2759,2022-07-09 14:10:18.118777,2022-07-10 13:37:44.277681,Istanbul,Warsaw,1663.5168,247.55
898,3592,3273,2022-07-10 20:08:27.886767,2022-07-11 20:19:59.427262,Istanbul,Warsaw,1663.5168,235.15
708,3171,8934,2022-07-20 13:30:16.099436,2022-07-21 12:51:46.648669,Istanbul,Warsaw,1663.5168,236.32
152,8373,9396,2022-07-24 21:20:36.679813,2022-07-25 18:41:51.878352,Istanbul,Warsaw,1663.5168,252.3
8,1513,5768,2022-07-02 03:26:07.497754,2022-07-03 00:18:57.065177,Istanbul,Warsaw,1663.5168,231.94
9364,7950,3976,2022-07-28 18:21:01.380699,2022-07-29 14:45:05.632146,Istanbul,Vienna,1531.0342,210.95
8343,2162,9249,2022-07-10 14:11:17.64698,2022-07-11 01:20:38.437075,Budapest,Bucharest,772.9666,131.95
8334,2296,5727,2022-07-17 20:53:24.397932,2022-07-18 07:15:47.981091,Budapest,Bucharest,772.9666,129.15
8174,9143,4979,2022-07-25 20:00:10.512812,2022-07-26 07:05:54.801504,Budapest,Bucharest,772.9666,133.06
9362,3890,6379,2022-07-11 13:52:44.019458,2022-07-12 11:58:21.243819,Istanbul,Vienna,1531.0342,222.81
9299,1346,1684,2022-07-23 05:52:48.864943,2022-07-24 04:50:27.8482,Istanbul,Vienna,1531.0342,230.62
8398,9667,1854,2022-07-08 03:18:33.465107,2022-07-09 00:17:45.307026,Istanbul,Vienna,1531.0342,223.01
8354,7180,6358,2022-07-26 05:37:42.008231,2022-07-27 01:47:23.812365,Istanbul,Vienna,1531.0342,216.91
7792,5402,5572,2022-07-22 15:33:45.153945,2022-07-23 14:36:34.621347,Istanbul,Vienna,1531.0342,218.35
7528,2878,1958,2022-07-02 20:58:05.792655,2022-07-03 19:24:25.086338,Istanbul,Vienna,1531.0342,225.29
7422,5788,5264,2022-07-08 09:45:04.910865,2022-07-09 05:39:00.131119,Istanbul,Vienna,1531.0342,223.85
7290,6354,8763,2022-07-29 19:18:09.167176,2022-07-30 14:35:55.140486,Istanbul,Vienna,1531.0342,224.53
7056,9376,5694,2022-07-28 03:38:18.714902,2022-07-29 02:32:19.330096,Istanbul,Vienna,1531.0342,223.04
6365,2630,6638,2022-07-05 03:30:35.472272,2022-07-06 01:11:30.599338,Istanbul,Vienna,1531.0342,225.07
6209,7594,1656,2022-07-14 14:46:04.707475,2022-07-15 11:03:40.869279,Istanbul,Vienna,1531.0342,212.48
6172,2005,6340,2022-07-13 05:15:08.217523,2022-07-14 04:02:39.986821,Istanbul,Vienna,1531.0342,221.75
6120,9447,2068,2022-07-12 18:46:52.193455,2022-07-13 14:51:22.919281,Istanbul,Vienna,1531.0342,229.02
5836,8382,3008,2022-07-11 07:33:43.390846,2022-07-12 03:48:52.781805,Istanbul,Vienna,1531.0342,220.25
5477,7427,4322,2022-07-26 17:04:05.464945,2022-07-27 12:21:48.125903,Istanbul,Vienna,1531.0342,227.95
5435,5373,1130,2022-07-06 03:17:29.322075,2022-07-07 00:21:07.114203,Istanbul,Vienna,1531.0342,231.27
5364,1345,5814,2022-07-01 20:53:11.068423,2022-07-02 17:28:17.036277,Istanbul,Vienna,1531.0342,210.39
5302,9251,6677,2022-07-09 21:55:32.731616,2022-07-10 19:36:06.787212,Istanbul,Vienna,1531.0342,212.88
4981,9609,5610,2022-07-14 16:37:53.406433,2022-07-15 13:49:31.249165,Istanbul,Vienna,1531.0342,217.01
4315,4372,9861,2022-07-15 01:23:48.185824,2022-07-15 22:58:14.633943,Istanbul,Vienna,1531.0342,212.97
4159,5902,4845,2022-07-12 00:15:53.736752,2022-07-12 23:07:53.448011,Istanbul,Vienna,1531.0342,224.03
3711,6750,4996,2022-07-11 12:07:10.822478,2022-07-12 07:53:28.507203,Istanbul,Vienna,1531.0342,224.82
3617,7186,2401,2022-07-05 12:49:12.904945,2022-07-06 10:23:55.454423,Istanbul,Vienna,1531.0342,209.81
3608,4080,5713,2022-07-01 07:27:40.705512,2022-07-02 03:33:45.18232,Istanbul,Vienna,1531.0342,225.71
3512,8562,7368,2022-07-08 03:23:30.088255,2022-07-09 02:11:26.768412,Istanbul,Vienna,1531.0342,218.39
3272,8783,5941,2022-07-12 18:54:40.052065,2022-07-13 17:50:05.872788,Istanbul,Vienna,1531.0342,230.49
3116,4715,2195,2022-07-29 02:36:40.401341,2022-07-30 01:08:04.351074,Istanbul,Vienna,1531.0342,210.27
2848,3779,2000,2022-07-16 12:14:58.677165,2022-07-17 11:19:12.774539,Istanbul,Vienna,1531.0342,222.03
2230,1952,6460,2022-07-22 06:37:32.252683,2022-07-23 03:18:27.093242,Istanbul,Vienna,1531.0342,223.96
2186,7157,7711,2022-07-20 07:30:12.978685,2022-07-21 04:41:48.972331,Istanbul,Vienna,1531.0342,231.69
1736,9817,4176,2022-07-30 06:59:24.213395,2022-07-31 02:24:35.205092,Istanbul,Vienna,1531.0342,212.59
1579,3685,5589,2022-07-04 19:57:24.689816,2022-07-05 17:27:58.006935,Istanbul,Vienna,1531.0342,226.08
863,7653,5999,2022-07-19 05:12:01.709862,2022-07-20 01:16:48.939291,Istanbul,Vienna,1531.0342,209.5
433,9956,6235,2022-07-01 23:08:55.854124,2022-07-02 18:40:09.823062,Istanbul,Vienna,1531.0342,212.54
391,2519,7763,2022-07-27 22:23:02.012679,2022-07-28 19:36:57.451845,Istanbul,Vienna,1531.0342,214.82
163,3786,3890,2022-07-09 01:54:13.045584,2022-07-10 00:04:17.348367,Istanbul,Vienna,1531.0342,231.72
9991,3468,2455,2022-07-23 15:21:21.052972,2022-07-25 07:10:18.403457,Ankara,Hamburg,2752.1785,379.27
9897,6347,2080,2022-07-04 12:32:45.407581,2022-07-06 04:08:20.964865,Ankara,Hamburg,2752.1785,398.3
9784,4057,6656,2022-07-10 16:37:11.607984,2022-07-12 03:21:51.521286,Ankara,Hamburg,2752.1785,395.11
9629,3136,2191,2022-07-06 21:37:09.745554,2022-07-08 14:15:49.898775,Ankara,Hamburg,2752.1785,400.24
9402,4439,3889,2022-07-15 07:38:16.613807,2022-07-16 21:01:24.713571,Ankara,Hamburg,2752.1785,396.83
9002,5158,3332,2022-07-04 04:42:41.7377,2022-07-05 21:58:52.778654,Ankara,Hamburg,2752.1785,402.19
8571,5574,2158,2022-07-06 21:28:36.105018,2022-07-08 09:24:50.095124,Ankara,Hamburg,2752.1785,395.3
7691,8280,9923,2022-07-21 21:53:35.385173,2022-07-23 13:02:39.863618,Ankara,Hamburg,2752.1785,383.79
7562,7128,3416,2022-07-17 13:48:27.173419,2022-07-19 06:43:22.630721,Ankara,Hamburg,2752.1785,389.28
7318,4219,7810,2022-07-26 01:16:41.051863,2022-07-27 13:00:32.966125,Ankara,Hamburg,2752.1785,391.3
7286,7239,7832,2022-07-07 16:44:23.838887,2022-07-09 08:04:39.550278,Ankara,Hamburg,2752.1785,386.33
7197,6185,6183,2022-07-08 13:53:45.872079,2022-07-10 01:49:22.524642,Ankara,Hamburg,2752.1785,385.38
6015,6236,3632,2022-07-15 11:02:41.000003,2022-07-17 02:40:58.808402,Ankara,Hamburg,2752.1785,373.56
5748,5781,3915,2022-07-15 05:07:17.507677,2022-07-16 17:35:45.934684,Ankara,Hamburg,2752.1785,370.27
5604,4445,6097,2022-07-20 09:48:40.194171,2022-07-22 00:56:25.619627,Ankara,Hamburg,2752.1785,400.37
5018,7319,4847,2022-07-26 12:43:14.94104,2022-07-28 03:14:39.410678,Ankara,Hamburg,2752.1785,403.32
4221,6236,3650,2022-07-30 06:34:58.611848,2022-07-31 20:01:57.268305,Ankara,Hamburg,2752.1785,376.19
4017,2164,5459,2022-07-05 10:02:53.89337,2022-07-07 03:28:40.146954,Ankara,Hamburg,2752.1785,399.91
3532,6606,5386,2022-07-19 07:05:58.15666,2022-07-20 23:50:27.547476,Ankara,Hamburg,2752.1785,392.22
3142,8598,4730,2022-07-13 02:04:03.095497,2022-07-14 14:43:39.794991,Ankara,Hamburg,2752.1785,384.07
3066,3818,6507,2022-07-17 18:49:10.522881,2022-07-19 09:34:56.428431,Ankara,Hamburg,2752.1785,373.52
2886,2757,2198,2022-07-21 06:54:33.282593,2022-07-22 22:26:47.791511,Ankara,Hamburg,2752.1785,373.93
2814,8452,5680,2022-07-30 15:15:48.509606,2022-08-01 08:51:05.547311,Ankara,Hamburg,2752.1785,399
2729,8767,5169,2022-07-17 01:39:31.078223,2022-07-18 18:48:22.211463,Ankara,Hamburg,2752.1785,386.67
2567,8709,3351,2022-07-18 22:36:41.688402,2022-07-20 15:40:28.985755,Ankara,Hamburg,2752.1785,402.75
2468,6980,4832,2022-07-09 14:31:56.360847,2022-07-11 01:15:14.442374,Ankara,Hamburg,2752.1785,405.75
2396,6577,8461,2022-07-18 00:56:47.138049,2022-07-19 12:07:51.375849,Ankara,Hamburg,2752.1785,404.36
2366,1539,8142,2022-07-04 15:03:17.671258,2022-07-06 05:25:37.378541,Ankara,Hamburg,2752.1785,377.59
2002,9973,8901,2022-07-21 16:46:19.251946,2022-07-23 03:18:01.227193,Ankara,Hamburg,2752.1785,404.36
1391,1905,2689,2022-07-12 04:54:47.219449,2022-07-13 18:57:15.164813,Ankara,Hamburg,2752.1785,402.35
1173,2809,4437,2022-07-27 05:27:28.968354,2022-07-28 19:21:13.645859,Ankara,Hamburg,2752.1785,389.75
1140,4838,2931,2022-07-20 12:03:58.796686,2022-07-22 05:19:31.410124,Ankara,Hamburg,2752.1785,389.26
904,2680,8964,2022-07-15 10:02:50.041064,2022-07-16 22:27:40.893651,Ankara,Hamburg,2752.1785,394.18
748,1715,5781,2022-07-14 20:58:16.39354,2022-07-16 09:52:03.015798,Ankara,Hamburg,2752.1785,401.23
329,6034,7387,2022-07-20 10:43:33.246609,2022-07-22 00:54:52.30713,Ankara,Hamburg,2752.1785,404.24
9473,1753,5086,2022-07-14 18:03:45.259416,2022-07-15 15:21:18.079619,Ankara,Budapest,1670.4055,226.5
8842,5558,7579,2022-07-02 05:15:03.452212,2022-07-03 03:53:54.563321,Ankara,Budapest,1670.4055,243.62
8726,2260,3919,2022-07-25 09:47:38.955416,2022-07-26 10:58:26.612405,Ankara,Budapest,1670.4055,241.79
8322,4638,1369,2022-07-23 17:59:15.095659,2022-07-24 15:11:17.374571,Ankara,Budapest,1670.4055,224.61
7389,1983,1871,2022-07-09 17:17:57.894266,2022-07-10 16:26:11.469566,Ankara,Budapest,1670.4055,243.8
7265,1742,9001,2022-07-09 10:07:47.157666,2022-07-10 10:31:37.179081,Ankara,Budapest,1670.4055,230.89
7036,4574,8126,2022-07-12 20:31:25.969827,2022-07-13 21:28:23.514762,Ankara,Budapest,1670.4055,222.86
6964,6257,5256,2022-07-24 08:51:52.577496,2022-07-25 08:53:47.416624,Ankara,Budapest,1670.4055,234.49
5898,6890,1908,2022-07-11 20:54:36.548105,2022-07-12 19:10:04.014316,Ankara,Budapest,1670.4055,229.84
5438,1917,8112,2022-07-06 08:06:58.10496,2022-07-07 07:02:18.675431,Ankara,Budapest,1670.4055,222.95
4817,1277,5390,2022-07-27 18:29:56.517969,2022-07-28 16:01:54.310811,Ankara,Budapest,1670.4055,230.33
4721,6840,9626,2022-07-06 06:44:54.222261,2022-07-07 07:36:04.712355,Ankara,Budapest,1670.4055,236.78
3436,3150,4738,2022-07-30 23:10:16.698953,2022-07-31 21:47:44.339689,Ankara,Budapest,1670.4055,229.07
3426,6855,9144,2022-07-25 06:03:11.535833,2022-07-26 03:00:40.542137,Ankara,Budapest,1670.4055,225.41
3288,3041,7800,2022-07-17 07:55:39.984695,2022-07-18 08:23:00.940153,Ankara,Budapest,1670.4055,231.41
3093,3653,8924,2022-07-19 09:34:56.634035,2022-07-20 06:39:00.841183,Ankara,Budapest,1670.4055,232.67
2387,7499,3477,2022-07-01 17:53:54.652301,2022-07-02 16:01:46.753483,Ankara,Budapest,1670.4055,242.19
2035,8804,4121,2022-07-21 13:09:04.016757,2022-07-22 14:01:37.320373,Ankara,Budapest,1670.4055,245.17
1872,9691,4665,2022-07-19 03:54:21.959666,2022-07-20 02:53:23.544492,Ankara,Budapest,1670.4055,245.36
8629,7279,8217,2022-07-01 21:45:57.198926,2022-07-02 07:55:45.218197,Budapest,Bucharest,772.9666,127.18
8447,2381,3200,2022-07-04 19:32:59.164624,2022-07-05 06:25:14.678559,Budapest,Bucharest,772.9666,125.88
1564,5256,7499,2022-07-26 03:51:00.517126,2022-07-27 02:40:07.572355,Ankara,Budapest,1670.4055,246.67
1220,7273,8345,2022-07-12 05:22:37.620279,2022-07-13 03:27:11.797491,Ankara,Budapest,1670.4055,238.81
1192,1703,4986,2022-07-20 09:52:05.620382,2022-07-21 09:05:57.60772,Ankara,Budapest,1670.4055,227.82
870,4270,2008,2022-07-17 23:50:22.389134,2022-07-18 23:43:35.276398,Ankara,Budapest,1670.4055,244.97
509,5407,9297,2022-07-15 14:53:12.530053,2022-07-16 13:15:39.335532,Ankara,Budapest,1670.4055,223.47
9994,3258,8242,2022-07-06 21:44:31.914238,2022-07-08 02:40:32.302469,Ankara,Rome,2065.7007,283.8
9879,8348,3178,2022-07-04 05:23:35.310244,2022-07-05 12:32:45.839837,Ankara,Rome,2065.7007,282.23
9188,5480,4964,2022-07-14 17:22:26.928708,2022-07-15 23:14:11.86073,Ankara,Rome,2065.7007,277.13
8848,6151,5168,2022-07-05 22:28:20.089688,2022-07-07 03:35:28.177652,Ankara,Rome,2065.7007,275.18
8689,3881,3168,2022-07-08 04:56:30.48424,2022-07-09 08:29:32.076096,Ankara,Rome,2065.7007,281.27
8463,1498,7820,2022-07-26 08:22:04.764569,2022-07-27 11:40:41.613009,Ankara,Rome,2065.7007,286.66
8453,6562,8507,2022-07-15 00:49:45.005806,2022-07-16 04:54:18.592232,Ankara,Rome,2065.7007,287.65
8238,2197,1234,2022-07-05 20:59:38.062992,2022-07-07 00:27:25.55568,Ankara,Rome,2065.7007,280.96
8149,4980,2870,2022-07-03 07:11:41.636118,2022-07-04 10:35:40.859093,Ankara,Rome,2065.7007,297.03
7998,9404,3797,2022-07-01 02:02:34.853603,2022-07-02 06:55:03.130567,Ankara,Rome,2065.7007,277.45
7756,6024,7370,2022-07-12 18:11:34.889609,2022-07-14 00:47:38.583824,Ankara,Rome,2065.7007,284.4
7643,8137,2311,2022-07-05 22:02:26.412443,2022-07-07 01:58:54.538626,Ankara,Rome,2065.7007,282.54
7397,6707,6403,2022-07-05 10:37:28.37006,2022-07-06 12:51:44.905213,Ankara,Rome,2065.7007,298.33
7291,8626,9913,2022-07-30 21:26:12.672738,2022-08-01 02:06:49.629847,Ankara,Rome,2065.7007,278.34
7053,6883,2861,2022-07-02 09:13:32.706762,2022-07-03 15:33:37.440859,Ankara,Rome,2065.7007,291.7
6929,4558,5228,2022-07-17 09:28:32.837744,2022-07-18 14:44:22.872566,Ankara,Rome,2065.7007,303.28
6892,3412,8629,2022-07-06 02:43:13.926089,2022-07-07 09:06:11.148331,Ankara,Rome,2065.7007,295.99
6485,3246,8094,2022-07-12 05:12:57.68034,2022-07-13 09:26:13.199575,Ankara,Rome,2065.7007,301.72
6062,1005,3764,2022-07-14 14:13:20.950731,2022-07-15 19:50:16.095125,Ankara,Rome,2065.7007,274.95
5956,7445,7116,2022-07-21 15:59:56.131727,2022-07-22 20:45:37.970531,Ankara,Rome,2065.7007,279.1
5104,9464,4686,2022-07-29 16:51:05.573146,2022-07-30 20:38:34.594622,Ankara,Rome,2065.7007,293.19
4647,1753,7661,2022-07-27 20:04:30.861373,2022-07-28 22:23:58.050175,Ankara,Rome,2065.7007,275.27
4474,4896,8574,2022-07-18 00:33:07.807166,2022-07-19 06:00:50.89791,Ankara,Rome,2065.7007,290.05
3657,2845,1516,2022-07-17 05:06:42.105369,2022-07-18 12:16:52.041758,Ankara,Rome,2065.7007,289.92
3562,5895,6947,2022-07-19 11:45:57.269116,2022-07-20 17:59:03.725524,Ankara,Rome,2065.7007,299.38
2985,8874,4698,2022-07-16 01:09:53.869913,2022-07-17 04:04:15.852417,Ankara,Rome,2065.7007,294.03
2977,1744,1559,2022-07-03 08:17:21.895842,2022-07-04 15:20:24.919298,Ankara,Rome,2065.7007,304.44
2522,1488,5465,2022-07-11 03:59:18.124006,2022-07-12 08:42:47.875601,Ankara,Rome,2065.7007,283.54
1215,6096,8537,2022-07-05 22:13:35.038639,2022-07-07 01:19:01.419084,Ankara,Rome,2065.7007,282.14
857,7922,6413,2022-07-23 20:10:17.980475,2022-07-25 02:40:43.623633,Ankara,Rome,2065.7007,299.5
423,3483,7058,2022-07-20 03:56:23.303721,2022-07-21 09:48:25.887464,Ankara,Rome,2065.7007,299.64
9655,4716,7492,2022-07-09 05:40:07.252179,2022-07-09 23:34:47.277007,Ankara,Kyiv,1424.0724,196.63
9591,7689,2869,2022-07-10 22:45:39.785023,2022-07-11 16:46:51.664208,Ankara,Kyiv,1424.0724,209.09
9322,1644,5372,2022-07-07 11:30:29.077786,2022-07-08 08:40:46.06518,Ankara,Kyiv,1424.0724,201.17
9134,9159,4315,2022-07-12 10:01:07.408959,2022-07-13 07:11:31.949998,Ankara,Kyiv,1424.0724,207.52
8528,4010,6807,2022-07-19 05:36:52.566821,2022-07-20 01:39:55.659514,Ankara,Kyiv,1424.0724,195.08
8207,4146,1856,2022-07-05 04:16:35.392309,2022-07-05 23:05:45.556389,Ankara,Kyiv,1424.0724,209.66
7918,5843,1573,2022-07-23 09:15:50.886284,2022-07-24 06:26:13.879887,Ankara,Kyiv,1424.0724,201.06
7381,8587,1129,2022-07-04 17:15:40.043169,2022-07-05 13:32:15.113017,Ankara,Kyiv,1424.0724,205.64
7368,7092,1043,2022-07-28 21:48:09.100557,2022-07-29 16:34:04.86068,Ankara,Kyiv,1424.0724,209.2
7345,3939,2687,2022-07-06 22:02:38.035604,2022-07-07 16:51:27.504204,Ankara,Kyiv,1424.0724,208.81
7321,5099,1375,2022-07-02 02:19:20.827772,2022-07-02 22:23:28.928692,Ankara,Kyiv,1424.0724,203.81
7310,9374,9254,2022-07-01 17:52:10.849065,2022-07-02 13:53:10.298558,Ankara,Kyiv,1424.0724,202.76
7273,5273,4393,2022-07-08 14:19:19.654986,2022-07-09 10:17:44.808316,Ankara,Kyiv,1424.0724,193.43
6214,9817,5076,2022-07-17 18:28:32.454383,2022-07-18 15:29:32.182309,Ankara,Kyiv,1424.0724,206.53
5515,1912,5079,2022-07-30 08:42:12.858806,2022-07-31 03:08:57.598797,Ankara,Kyiv,1424.0724,201.54
5277,5633,8951,2022-07-28 10:34:06.30153,2022-07-29 04:45:37.703792,Ankara,Kyiv,1424.0724,196.63
4169,9110,5505,2022-07-24 21:59:04.86094,2022-07-25 19:22:45.476927,Ankara,Kyiv,1424.0724,207.18
4111,4034,9888,2022-07-05 12:09:05.660571,2022-07-06 06:09:58.596618,Ankara,Kyiv,1424.0724,198.94
4007,1489,3904,2022-07-05 00:15:42.881936,2022-07-05 19:30:24.395656,Ankara,Kyiv,1424.0724,200.12
3773,5669,4723,2022-07-18 18:23:25.506649,2022-07-19 15:39:01.060508,Ankara,Kyiv,1424.0724,201.72
3712,5179,2627,2022-07-14 03:44:49.99953,2022-07-14 23:13:25.192167,Ankara,Kyiv,1424.0724,191.13
3447,3681,5885,2022-07-24 18:39:10.064098,2022-07-25 14:33:05.14343,Ankara,Kyiv,1424.0724,195.29
2500,6985,1873,2022-07-13 04:10:12.731038,2022-07-14 00:31:32.655976,Ankara,Kyiv,1424.0724,190.62
2444,7025,5579,2022-07-10 13:55:02.071471,2022-07-11 10:31:13.344241,Ankara,Kyiv,1424.0724,206.64
1915,5455,9082,2022-07-25 12:59:00.66472,2022-07-26 08:26:45.048665,Ankara,Kyiv,1424.0724,207.89
1701,4845,8902,2022-07-13 21:56:58.847378,2022-07-14 15:55:11.841959,Ankara,Kyiv,1424.0724,196.01
597,3296,7102,2022-07-05 13:55:05.923941,2022-07-06 08:40:46.43937,Ankara,Kyiv,1424.0724,204.55
429,8351,9849,2022-07-04 14:20:44.088942,2022-07-05 11:25:56.719319,Ankara,Kyiv,1424.0724,191.26
9429,9247,5517,2022-07-28 06:02:20.069961,2022-07-30 02:39:32.234899,Ankara,Barcelona,3100.6624,429.95
8427,7212,3612,2022-07-07 21:57:58.955553,2022-07-09 15:17:31.897313,Ankara,Barcelona,3100.6624,419.75
8215,7343,6864,2022-07-26 05:53:08.4699,2022-07-28 03:22:33.196196,Ankara,Barcelona,3100.6624,452.8
8181,7930,6309,2022-07-01 03:43:07.138785,2022-07-02 20:18:32.915395,Ankara,Barcelona,3100.6624,417.94
8143,3360,1247,2022-07-23 23:37:06.374416,2022-07-25 21:37:32.91439,Ankara,Barcelona,3100.6624,454.71
7803,1179,6172,2022-07-14 21:11:13.052539,2022-07-16 15:28:52.830969,Ankara,Barcelona,3100.6624,434.83
7774,8815,7523,2022-07-22 17:42:08.277471,2022-07-24 09:16:21.983816,Ankara,Barcelona,3100.6624,449.72
7064,7773,8637,2022-07-05 19:53:16.798418,2022-07-07 17:10:53.10255,Ankara,Barcelona,3100.6624,442.27
6881,4014,3594,2022-07-24 07:47:11.959273,2022-07-26 02:44:25.914949,Ankara,Barcelona,3100.6624,453.19
6780,8311,4447,2022-07-05 10:52:08.835151,2022-07-07 08:10:01.235217,Ankara,Barcelona,3100.6624,433.18
6005,5066,3639,2022-07-21 11:11:20.246149,2022-07-23 04:01:26.961024,Ankara,Barcelona,3100.6624,412.78
4972,9596,6818,2022-07-02 04:19:54.669175,2022-07-03 21:12:51.629492,Ankara,Barcelona,3100.6624,420.84
4801,5555,2132,2022-07-08 11:22:19.091593,2022-07-10 04:40:27.963993,Ankara,Barcelona,3100.6624,433.28
4707,4498,9709,2022-07-20 13:01:51.206723,2022-07-22 04:07:22.113959,Ankara,Barcelona,3100.6624,429.35
4610,2925,3337,2022-07-12 02:23:05.720284,2022-07-13 19:19:02.943157,Ankara,Barcelona,3100.6624,413.02
4401,7189,7673,2022-07-13 13:11:28.052072,2022-07-15 05:03:52.354033,Ankara,Barcelona,3100.6624,456.37
3783,1352,6012,2022-07-20 10:52:15.33457,2022-07-22 08:15:16.364916,Ankara,Barcelona,3100.6624,426.7
3253,7815,3023,2022-07-13 14:21:20.504216,2022-07-15 05:52:18.961049,Ankara,Barcelona,3100.6624,441.97
2581,7745,3919,2022-07-25 22:43:21.716784,2022-07-27 18:24:39.785339,Ankara,Barcelona,3100.6624,425.16
2406,1706,8438,2022-07-09 12:54:44.138788,2022-07-11 05:32:00.620831,Ankara,Barcelona,3100.6624,415.14
2380,4678,3013,2022-07-28 20:20:14.644594,2022-07-30 17:38:18.787633,Ankara,Barcelona,3100.6624,420.71
1865,8908,3167,2022-07-09 19:35:47.101649,2022-07-11 10:46:39.582324,Ankara,Barcelona,3100.6624,453.67
1687,7763,6967,2022-07-18 16:58:48.140816,2022-07-20 09:12:47.829389,Ankara,Barcelona,3100.6624,456.78
1449,7480,4124,2022-07-07 12:12:38.23652,2022-07-09 08:00:42.97187,Ankara,Barcelona,3100.6624,427.9
1132,3632,6769,2022-07-17 23:47:21.669798,2022-07-19 18:23:31.085797,Ankara,Barcelona,3100.6624,422.7
1093,3488,6051,2022-07-14 19:23:08.349373,2022-07-16 14:29:01.198485,Ankara,Barcelona,3100.6624,439.21
8839,7477,9554,2022-07-07 02:30:30.974604,2022-07-07 13:04:43.407314,Budapest,Bucharest,772.9666,123.33
8654,7128,7517,2022-07-20 05:13:34.612215,2022-07-20 16:41:27.206662,Budapest,Bucharest,772.9666,130.24
1005,2912,7674,2022-07-12 01:29:06.316853,2022-07-13 23:17:17.643687,Ankara,Barcelona,3100.6624,434.01
537,2184,9834,2022-07-10 17:18:29.133986,2022-07-12 13:33:36.837039,Ankara,Barcelona,3100.6624,422.26
317,3701,1986,2022-07-20 07:58:37.951663,2022-07-22 05:09:12.787595,Ankara,Barcelona,3100.6624,437.63
8840,3471,8430,2022-07-20 01:58:02.750279,2022-07-20 07:46:29.489427,Ankara,Istanbul,422.81982,61.04
8283,1413,9516,2022-07-26 00:38:46.320209,2022-07-26 06:49:19.495011,Ankara,Istanbul,422.81982,59.65
7482,1515,1979,2022-07-11 20:25:30.11086,2022-07-12 02:14:25.648072,Ankara,Istanbul,422.81982,57.48
7420,2123,5165,2022-07-29 03:45:20.664692,2022-07-29 09:53:26.518625,Ankara,Istanbul,422.81982,60.98
7186,4919,4947,2022-07-11 09:05:04.848835,2022-07-11 15:15:17.885082,Ankara,Istanbul,422.81982,62.44
7125,7654,7977,2022-07-02 00:53:27.189199,2022-07-02 06:15:53.90328,Ankara,Istanbul,422.81982,62.27
7075,9328,5135,2022-07-17 11:14:05.489632,2022-07-17 16:44:16.065203,Ankara,Istanbul,422.81982,60.13
6812,2021,5625,2022-07-17 14:40:54.804856,2022-07-17 20:09:21.776287,Ankara,Istanbul,422.81982,59.45
6523,7781,9934,2022-07-12 14:42:39.434448,2022-07-12 20:39:50.584198,Ankara,Istanbul,422.81982,58.48
6219,7799,2082,2022-07-13 00:03:48.842306,2022-07-13 05:46:25.951268,Ankara,Istanbul,422.81982,60.39
6006,5058,2461,2022-07-03 04:53:34.150541,2022-07-03 10:36:42.211565,Ankara,Istanbul,422.81982,60.8
5031,2638,1144,2022-07-01 05:27:07.56472,2022-07-01 11:28:38.718195,Ankara,Istanbul,422.81982,58.23
4294,9753,7027,2022-07-05 10:28:13.096495,2022-07-05 15:46:41.874566,Ankara,Istanbul,422.81982,60.79
3633,5207,6398,2022-07-27 00:10:25.759295,2022-07-27 06:02:22.178398,Ankara,Istanbul,422.81982,57.7
3580,5151,5024,2022-07-02 02:21:06.939684,2022-07-02 07:44:56.19705,Ankara,Istanbul,422.81982,56.95
3514,3988,4793,2022-07-14 20:15:13.960097,2022-07-15 01:46:00.777947,Ankara,Istanbul,422.81982,61.5
3434,2505,5810,2022-07-26 01:56:54.950076,2022-07-26 08:13:03.773724,Ankara,Istanbul,422.81982,62.18
2992,3091,4082,2022-07-19 17:15:33.382606,2022-07-19 23:01:22.672617,Ankara,Istanbul,422.81982,59.26
2492,4291,1259,2022-07-30 01:17:57.878771,2022-07-30 06:45:27.356454,Ankara,Istanbul,422.81982,60.57
1958,6758,5052,2022-07-30 00:12:54.864809,2022-07-30 06:18:44.904738,Ankara,Istanbul,422.81982,60.45
1768,3614,8365,2022-07-04 05:38:11.646783,2022-07-04 11:01:45.601776,Ankara,Istanbul,422.81982,62.42
1574,8273,2469,2022-07-06 05:04:28.574064,2022-07-06 10:42:00.18693,Ankara,Istanbul,422.81982,58.13
1536,2172,4041,2022-07-05 00:00:35.19738,2022-07-05 06:06:18.29424,Ankara,Istanbul,422.81982,62.44
1392,1689,3840,2022-07-23 08:36:56.172046,2022-07-23 14:31:43.422499,Ankara,Istanbul,422.81982,60.65
528,8737,9733,2022-07-13 23:35:08.529964,2022-07-14 05:54:52.339092,Ankara,Istanbul,422.81982,60.35
449,7375,3447,2022-07-03 05:36:12.275615,2022-07-03 11:12:34.223934,Ankara,Istanbul,422.81982,61.64
29,7931,3215,2022-07-15 18:49:18.923412,2022-07-16 01:10:37.261489,Ankara,Istanbul,422.81982,61.63
9649,2483,5110,2022-07-10 11:18:46.799403,2022-07-12 12:51:29.589361,Ankara,Madrid,3705.2812,533.64
